0.0,0.0,0.0
0.0,1.0,0.0
0.0,2.0,0.0
0.0,3.0,0.0
0.0,4.0,0.0
0.0,5.0,0.0
0.0,6.0,0.0
0.0,7.0,0.0
0.0,8.0,0.0
0.0,9.0,0.0
0.0,10.0,0.0
1.0,0.0,0.0
1.0,1.0,0.090909090909090912
1.0,2.0,0.40909090909090901
1.0,3.0,0.17241379310344826
1.0,4.0,0.23809523809523822
1.0,5.0,-0.11764705882352938
1.0,6.0,-0.071428571428571425
1.0,7.0,-0.02857142857142856
1.0,8.0,-0.096774193548387094
1.0,9.0,-0.030303030303030332
1.0,10.0,-0.27272727272727265
2.0,0.0,0.0
2.0,1.0,0.37500000000000011
2.0,2.0,0.35483870967741937
2.0,3.0,0.13513513513513514
2.0,4.0,0.44444444444444442
2.0,5.0,0.076923076923076941
2.0,6.0,0.049999999999999989
2.0,7.0,-0.28571428571428575
2.0,8.0,-0.33333333333333331
2.0,9.0,-0.19999999999999998
2.0,10.0,-0.40478527970528344
3.0,0.0,0.0
3.0,1.0,-3.8163916471489756e-17
3.0,2.0,0.26829268292682923
3.0,3.0,0.4285714285714286
3.0,4.0,0.28205128205128205
3.0,5.0,0.16666666666666671
3.0,6.0,0.16666666666666669
3.0,7.0,-0.032258064516129045
3.0,8.0,-0.14285714285714293
3.0,9.0,-0.43749999999999994
3.0,10.0,-0.33509097507402441
4.0,0.0,0.0
4.0,1.0,0.10638297872340421
4.0,2.0,0.14285714285714285
4.0,3.0,0.46666666666666667
4.0,4.0,0.035745859921351195
4.0,5.0,-0.071428571428571425
4.0,6.0,0.096774193548387066
4.0,7.0,-0.11111111111111113
4.0,8.0,0.027027027027026994
4.0,9.0,0.071428571428571425
4.0,10.0,-0.23076923076923075
5.0,0.0,0.0
5.0,1.0,0.48387096774193539
5.0,2.0,0.36842105263157887
5.0,3.0,0.14285714285714282
5.0,4.0,-0.026325696128084532
5.0,5.0,0.10344827586206895
5.0,6.0,0.15789473684210523
5.0,7.0,0.11764705882352941
5.0,8.0,-0.25421336734060751
5.0,9.0,-0.049999999999999975
5.0,10.0,-0.35483870967741937
6.0,0.0,0.0
6.0,1.0,0.2608695652173913
6.0,2.0,0.5
6.0,3.0,0.27272727272727265
6.0,4.0,0.35999999999999999
6.0,5.0,0.058823529411764663
6.0,6.0,-0.2121212121212121
6.0,7.0,0.076923076923076955
6.0,8.0,-0.1333333333333333
6.0,9.0,0.027027027027027015
6.0,10.0,-0.25
7.0,0.0,0.0
7.0,1.0,0.52000000000000013
7.0,2.0,0.053442155823729437
7.0,3.0,0.2195121951219513
7.0,4.0,0.085714285714285646
7.0,5.0,0.17948717948717946
7.0,6.0,0.14999999999999999
7.0,7.0,5.5511151231257827e-17
7.0,8.0,0.22222222222222215
7.0,9.0,-0.19148936170212771
7.0,10.0,-0.24137931034482751
8.0,0.0,0.0
8.0,1.0,0.55555555555555569
8.0,2.0,0.17858595558778792
8.0,3.0,0.25581395348837216
8.0,4.0,0.35483870967741932
8.0,5.0,0.14285714285714279
8.0,6.0,0.10344827586206895
8.0,7.0,0.16129032258064518
8.0,8.0,-0.19554813954067929
8.0,9.0,-0.10638297872340427
8.0,10.0,-0.21909613956968546
9.0,0.0,0.0
9.0,1.0,0.22727272727272735
9.0,2.0,0.49999999999999989
9.0,3.0,-0.0048945927357948674
9.0,4.0,0.073170731707317083
9.0,5.0,0.091061454733002187
9.0,6.0,0.028571428571428536
9.0,7.0,-0.15979308737231132
9.0,8.0,-0.32220170133546994
9.0,9.0,-0.17371769883860344
9.0,10.0,-0.22461612535098099
10.0,0.0,0.0
10.0,1.0,0.3513513513513512
10.0,2.0,0.096774193548387122
10.0,3.0,0.38461538461538458
10.0,4.0,0.39534883720930231
10.0,5.0,0.1555555555555555
10.0,6.0,0.55555555555555536
10.0,7.0,-0.1763305759367908
10.0,8.0,-0.14759342256321301
10.0,9.0,-2.7755575615628914e-17
10.0,10.0,0.062500000000000014
11.0,0.0,0.0
11.0,1.0,0.090909090909090953
11.0,2.0,0.77777777777777779
11.0,3.0,0.17243741484645483
11.0,4.0,0.5
11.0,5.0,0.23242329926853389
11.0,6.0,-0.080367842325632322
11.0,7.0,-0.058823529411764705
11.0,8.0,0.27272727272727276
11.0,9.0,0.19999999999999998
11.0,10.0,0.28266623364228483
12.0,0.0,0.0
12.0,1.0,0.20000000000000001
12.0,2.0,0.25
12.0,3.0,-0.20000000000000001
12.0,4.0,0.3379598078688501
12.0,5.0,-0.093358865359473034
12.0,6.0,-0.092710001511499662
12.0,7.0,-0.19383278379132726
12.0,8.0,-0.12499999999999994
12.0,9.0,-0.29870412122468809
12.0,10.0,0.12277230898435031
13.0,0.0,0.0
13.0,1.0,0.5
13.0,2.0,0.051882524719513136
13.0,3.0,0.15063692067544543
13.0,4.0,0.42857142857142855
13.0,5.0,-0.17661451675062606
13.0,6.0,0.20000000000000004
13.0,7.0,-0.090909090909090925
13.0,8.0,0.0769230769230769
13.0,9.0,-0.11366598634977865
13.0,10.0,-0.090909090909090898
14.0,0.0,0.0
14.0,1.0,0.5
14.0,2.0,-1.3877787807814457e-17
14.0,3.0,0.7142857142857143
14.0,4.0,-2.7755575615628914e-17
14.0,5.0,0.53846153846153855
14.0,6.0,-1.3877787807814457e-17
14.0,7.0,-0.14285714285714282
14.0,8.0,-0.21741815616384264
14.0,9.0,-0.1236150574517253
14.0,10.0,-0.27746372354124099
15.0,0.0,0.0
15.0,1.0,-0.31190763982946129
15.0,2.0,2.7755575615628914e-17
15.0,3.0,0.0
15.0,4.0,0.25
15.0,5.0,-0.19999999999999996
15.0,6.0,0.14285714285714285
15.0,7.0,0.33333333333333337
15.0,8.0,0.33333333333333326
15.0,9.0,-0.14285714285714282
15.0,10.0,-0.31639889865526671
16.0,0.0,0.0
16.0,1.0,2.7755575615628914e-17
16.0,2.0,0.33333333333333337
16.0,3.0,0.5
16.0,4.0,0.53846153846153844
16.0,5.0,-0.20000000000000001
16.0,6.0,0.11111111111111108
16.0,7.0,-0.21751060318218285
16.0,8.0,0.5
16.0,9.0,0.017440322261990205
16.0,10.0,0.029222858983207617
17.0,0.0,0.0
17.0,1.0,1.0
17.0,2.0,-0.2526508568811841
17.0,3.0,0.58333333333333337
17.0,4.0,-0.25
17.0,5.0,0.33333333333333326
17.0,6.0,0.33333333333333331
17.0,7.0,0.16666666666666666
17.0,8.0,-0.20000000000000001
17.0,9.0,-0.27272727272727271
17.0,10.0,-0.30155811953576112
18.0,0.0,0.0
18.0,1.0,1.0
18.0,2.0,0.5
18.0,3.0,0.5
18.0,4.0,1.0
18.0,5.0,-0.5
18.0,6.0,0.2857142857142857
18.0,7.0,0.5
18.0,8.0,1.0
18.0,9.0,1.0
18.0,10.0,0.625
19.0,0.0,0.0
19.0,1.0,1.0
19.0,2.0,0.19999999999999996
19.0,3.0,1.0
19.0,4.0,0.5
19.0,5.0,1.0
19.0,6.0,1.0
19.0,7.0,1.0
19.0,8.0,0.59999999999999998
19.0,9.0,1.0
19.0,10.0,0.14285714285714279
20.0,0.0,0.0
20.0,1.0,1.0
20.0,2.0,0.59999999999999998
20.0,3.0,0.66666666666666663
20.0,4.0,1.0
20.0,5.0,1.0
