1000,134.31367177976179
2000,122.16530836548742
3000,122.94722227894565
4000,126.1050676292738
5000,195.22382195566351
6000,136.93585566535782
7000,154.55135270293002
8000,126.45160658164839
9000,142.03156849307072
10000,119.92964824315098
11000,120.6992658912698
12000,126.13098407746185
13000,137.09674039098803
14000,142.47570198116495
15000,164.0134866636231
16000,119.63894467804748
17000,161.92306816760149
18000,121.07721495930325
19000,268.53342886035887
20000,170.6513303826317
21000,119.86897725753212
22000,142.17972303617736
23000,120.48431747121658
24000,131.45778638144191
25000,197.15498574189351
26000,119.03363557584538
27000,209.24674678232097
28000,140.3922928881567
29000,122.39661996911933
30000,136.90618519009726
31000,139.07385149976207
32000,129.31397687186973
33000,131.30155461269854
34000,130.84610666059976
35000,123.33580891483915
36000,207.36249073469517
37000,154.96629717098813
38000,210.29259034874741
39000,135.17981680707453
40000,119.2502100589213
41000,146.4554721565427
42000,121.17064710732828
43000,121.40485558826461
44000,131.81283272406736
45000,123.61842767532598
46000,162.57924321996808
47000,121.97641753808382
48000,119.0902460950072
49000,131.43713757560255
50000,120.97532896433891
51000,173.03471567157703
52000,126.44627241899687
53000,131.52825165114365
54000,130.84154067306531
55000,203.33844214809582
56000,124.36908511962824
57000,164.24287996068986
58000,234.44733998017918
59000,176.40130403234255
60000,150.77042898428795
61000,133.94978653642022
62000,213.38677973536676
63000,203.97508355126845
64000,143.81148943758163
65000,125.22336004598299
66000,126.60407713246087
67000,164.53196730992053
68000,147.33902478739745
69000,150.86286062581735
70000,119.10977728594443
71000,220.60886393687991
72000,173.22125895022126
73000,159.01982315684234
74000,125.85938216449864
75000,227.4726641841153
76000,148.96469252203323
77000,122.24741488319177
78000,125.57377882742412
79000,151.51553621340454
80000,198.19874816641746
81000,119.4099915583203
82000,125.28324285682089
83000,167.63831683813029
84000,135.95470315044298
85000,167.26874302484981
86000,235.22963536834877
87000,135.11869568344864
88000,131.71123360919808
89000,119.01589530801409
90000,126.34597756191427
91000,130.06829840884458
92000,183.17543117748338
93000,119.38681566901901
94000,118.98706956921677
95000,124.14971464691813
96000,120.61055837005195
97000,157.68425900485849
98000,157.4189400579192
99000,120.8826778663902
